Freq /Hz, Zr , Zi ; Name: 50_-5000
9.169773E+2;3.690380E+3;-8.075810E+2
8.485852E+2;3.727090E+3;-7.742060E+2
7.852940E+2;3.761640E+3;-7.414650E+2
7.267233E+2;3.794260E+3;-7.092400E+2
6.725211E+2;3.824510E+3;-6.777120E+2
6.223616E+2;3.852980E+3;-6.470030E+2
5.759431E+2;3.879810E+3;-6.172420E+2
5.329868E+2;3.904630E+3;-5.881440E+2
4.932343E+2;3.928160E+3;-5.599520E+2
4.564467E+2;3.949830E+3;-5.327060E+2
4.224029E+2;3.970210E+3;-5.064120E+2
3.908983E+2;3.989200E+3;-4.809510E+2
3.617434E+2;4.006830E+3;-4.566360E+2
3.347630E+2;4.023210E+3;-4.330730E+2
3.097949E+2;4.038390E+3;-4.106040E+2
2.866891E+2;4.052410E+3;-3.888320E+2
2.653065E+2;4.065410E+3;-3.680940E+2
2.455188E+2;4.077570E+3;-3.484010E+2
2.272069E+2;4.088830E+3;-3.294170E+2
2.102609E+2;4.099160E+3;-3.114580E+2
1.945787E+2;4.109260E+3;-2.942220E+2
1.800662E+2;4.118280E+3;-2.778620E+2
1.666360E+2;4.126540E+3;-2.623150E+2
1.542076E+2;4.134140E+3;-2.476640E+2
1.427061E+2;4.141690E+3;-2.335170E+2
1.320625E+2;4.148360E+3;-2.201460E+2
1.222127E+2;4.154660E+3;-2.074560E+2
1.130975E+2;4.160170E+3;-1.955140E+2
1.046622E+2;4.165210E+3;-1.841370E+2
9.685606E+1;4.170000E+3;-1.734180E+2
8.963211E+1;4.174570E+3;-1.634410E+2
8.294696E+1;4.178330E+3;-1.537450E+2
7.676041E+1;4.182100E+3;-1.444460E+2
7.103528E+1;4.185510E+3;-1.361070E+2
6.573716E+1;4.188670E+3;-1.277430E+2
6.083420E+1;4.191770E+3;-1.205090E+2
5.629692E+1;4.194130E+3;-1.130500E+2
5.209805E+1;4.196600E+3;-1.065250E+2
4.821235E+1;4.199100E+3;-9.985870E+1
4.461646E+1;4.201880E+3;-9.430760E+1
4.128877E+1;4.204190E+3;-8.790180E+1
3.820927E+1;4.206560E+3;-8.268860E+1
3.535946E+1;4.208490E+3;-7.822820E+1
3.272220E+1;4.210730E+3;-7.282830E+1
3.028163E+1;4.211580E+3;-6.908760E+1
2.802310E+1;4.212440E+3;-6.479070E+1
2.593301E+1;4.212600E+3;-6.037360E+1
2.399882E+1;4.214440E+3;-5.686720E+1
2.220888E+1;4.214550E+3;-5.342480E+1
2.055244E+1;4.216120E+3;-5.066420E+1
1.901955E+1;4.216160E+3;-4.736180E+1
1.760099E+1;4.215450E+3;-4.436990E+1
1.628823E+1;4.216920E+3;-4.156950E+1
1.507339E+1;4.216260E+3;-3.880920E+1
1.394915E+1;4.217390E+3;-3.707900E+1
1.290876E+1;4.217940E+3;-3.343060E+1
1.194597E+1;4.219920E+3;-3.213980E+1
1.105498E+1;4.220820E+3;-3.118280E+1
1.023046E+1;4.221690E+3;-2.850140E+1
9.467424E+0;4.222710E+3;-2.610840E+1
8.761302E+0;4.223180E+3;-2.610410E+1
8.107846E+0;4.221980E+3;-2.273990E+1
7.503127E+0;4.222400E+3;-1.990110E+1
6.943511E+0;4.221950E+3;-2.279190E+1
6.425634E+0;4.225810E+3;-2.021360E+1
5.946382E+0;4.224450E+3;-1.847290E+1
5.502875E+0;4.224870E+3;-1.414260E+1
5.092447E+0;4.226820E+3;-1.228980E+1
4.712630E+0;4.226360E+3;-1.164230E+1
4.361141E+0;4.224880E+3;-1.304160E+1
4.035868E+0;4.228150E+3;-1.527650E+1
3.734856E+0;4.231000E+3;-1.005900E+1
3.456294E+0;4.227430E+3;-8.874270E+0
3.198508E+0;4.228600E+3;-1.139400E+1
2.959950E+0;4.231350E+3;-9.465210E+0
2.739184E+0;4.228600E+3;-1.012800E+1
2.534883E+0;4.229580E+3;-7.811960E+0
2.345821E+0;4.229210E+3;-9.328700E+0
2.170859E+0;4.228910E+3;-7.523230E+0
2.008947E+0;4.230870E+3;-7.125790E+0
1.859111E+0;4.227260E+3;-8.807600E+0
1.720450E+0;4.227670E+3;-6.378330E+0
1.592132E+0;4.229810E+3;-6.355130E+0
1.473384E+0;4.227160E+3;-7.695930E+0
1.363492E+0;4.226530E+3;-5.463010E+0
1.261797E+0;4.227110E+3;-5.420180E+0
1.167687E+0;4.227250E+3;-5.881190E+0
1.080595E+0;4.224800E+3;-6.173820E+0
1.000000E+0;4.225280E+3;-4.853070E+0
Freq /Hz, Zr , Zi ; Name: 50_-200
5.000000E+6;6.900510E+0;-2.074110E+1
4.627078E+6;7.541820E+0;-2.151700E+1
4.281971E+6;8.139050E+0;-2.243030E+1
3.962602E+6;8.740260E+0;-2.342940E+1
3.667054E+6;9.333610E+0;-2.454220E+1
3.393549E+6;9.926580E+0;-2.575000E+1
3.140444E+6;1.052760E+1;-2.706530E+1
2.906216E+6;1.114690E+1;-2.849640E+1
2.689457E+6;1.177430E+1;-3.006980E+1
2.488866E+6;1.242760E+1;-3.172090E+1
2.303236E+6;1.311630E+1;-3.352360E+1
2.131450E+6;1.383010E+1;-3.546170E+1
1.972477E+6;1.458030E+1;-3.753310E+1
1.825361E+6;1.537020E+1;-3.975650E+1
1.689218E+6;1.620490E+1;-4.215020E+1
1.563229E+6;1.709060E+1;-4.469240E+1
1.446636E+6;1.801740E+1;-4.741300E+1
1.338740E+6;1.900870E+1;-5.032380E+1
1.238891E+6;2.005430E+1;-5.342680E+1
1.146489E+6;2.116670E+1;-5.673740E+1
1.060979E+6;2.233520E+1;-6.026590E+1
9.818463E+5;2.357850E+1;-6.403310E+1
9.086159E+5;2.490620E+1;-6.805120E+1
8.408474E+5;2.631100E+1;-7.234100E+1
7.781333E+5;2.779050E+1;-7.690580E+1
7.200968E+5;2.937220E+1;-8.178450E+1
6.663888E+5;3.106950E+1;-8.698960E+1
6.166866E+5;3.287110E+1;-9.255490E+1
5.706914E+5;3.479830E+1;-9.848590E+1
5.281268E+5;3.685660E+1;-1.048180E+2
4.887368E+5;3.906860E+1;-1.115800E+2
4.522847E+5;4.143920E+1;-1.187870E+2
4.185513E+5;4.397300E+1;-1.264800E+2
3.873339E+5;4.671730E+1;-1.346790E+2
3.584449E+5;4.970080E+1;-1.435290E+2
3.317105E+5;5.290090E+1;-1.528670E+2
3.069701E+5;5.637280E+1;-1.628310E+2
2.840749E+5;6.013100E+1;-1.734450E+2
2.628874E+5;6.421580E+1;-1.847400E+2
2.432801E+5;6.866100E+1;-1.967730E+2
2.251352E+5;7.351080E+1;-2.095720E+2
2.083436E+5;7.879380E+1;-2.231790E+2
1.928044E+5;8.456070E+1;-2.376180E+2
1.784242E+5;9.086450E+1;-2.529540E+2
1.651166E+5;9.776430E+1;-2.692190E+2
1.528015E+5;1.053030E+2;-2.864520E+2
1.414049E+5;1.135530E+2;-3.046730E+2
1.308583E+5;1.225890E+2;-3.239440E+2
1.210983E+5;1.324710E+2;-3.442750E+2
1.120663E+5;1.432860E+2;-3.657180E+2
1.037079E+5;1.551290E+2;-3.882810E+2
9.597288E+4;1.680670E+2;-4.119930E+2
8.881481E+4;1.822150E+2;-4.368880E+2
8.219061E+4;1.976720E+2;-4.629730E+2
7.606048E+4;2.145370E+2;-4.902310E+2
7.038756E+4;2.329290E+2;-5.186950E+2
6.513774E+4;2.529390E+2;-5.483150E+2
6.027949E+4;2.747550E+2;-5.791040E+2
5.578358E+4;2.984250E+2;-6.110270E+2
5.162300E+4;3.241000E+2;-6.439830E+2
4.777273E+4;3.519310E+2;-6.780050E+2
4.420963E+4;3.820400E+2;-7.129930E+2
4.091228E+4;4.145030E+2;-7.488240E+2
3.786087E+4;4.494860E+2;-7.854230E+2
3.503704E+4;4.871440E+2;-8.226780E+2
3.242382E+4;5.274740E+2;-8.604170E+2
3.000551E+4;5.706760E+2;-8.985120E+2
2.776757E+4;6.168090E+2;-9.368250E+2
2.569654E+4;6.659590E+2;-9.751070E+2
2.377998E+4;7.181140E+2;-1.013180E+3
2.200637E+4;7.733890E+2;-1.050820E+3
2.036504E+4;8.317560E+2;-1.087850E+3
1.884612E+4;8.931980E+2;-1.123960E+3
1.744050E+4;9.577190E+2;-1.158930E+3
1.613971E+4;1.025160E+3;-1.192520E+3
1.493594E+4;1.095460E+3;-1.224390E+3
1.382195E+4;1.168600E+3;-1.254660E+3
1.279105E+4;1.244360E+3;-1.282620E+3
1.183704E+4;1.322390E+3;-1.308280E+3
1.095418E+4;1.402660E+3;-1.331420E+3
1.013717E+4;1.485000E+3;-1.351790E+3
9.381096E+3;1.568950E+3;-1.369270E+3
8.681413E+3;1.654290E+3;-1.383870E+3
8.033915E+3;1.740730E+3;-1.395120E+3
7.434711E+3;1.827970E+3;-1.403520E+3
6.880198E+3;1.915670E+3;-1.408280E+3
6.367042E+3;2.003960E+3;-1.410150E+3
5.892161E+3;2.091850E+3;-1.408670E+3
5.452698E+3;2.179000E+3;-1.403960E+3
5.046012E+3;2.265660E+3;-1.396090E+3
4.669658E+3;2.351450E+3;-1.385080E+3
4.321375E+3;2.436140E+3;-1.371430E+3
3.999068E+3;2.518980E+3;-1.354840E+3
3.700800E+3;2.599820E+3;-1.335790E+3
3.424778E+3;2.679510E+3;-1.314520E+3
3.169343E+3;2.756440E+3;-1.290960E+3
2.932960E+3;2.831220E+3;-1.264920E+3
2.714207E+3;2.903910E+3;-1.237710E+3
2.511769E+3;2.973840E+3;-1.208410E+3
2.324431E+3;3.041810E+3;-1.178230E+3
2.151064E+3;3.106590E+3;-1.146210E+3
1.990629E+3;3.168720E+3;-1.113770E+3
1.842159E+3;3.227840E+3;-1.080290E+3
1.704763E+3;3.285340E+3;-1.046460E+3
1.577614E+3;3.338700E+3;-1.011810E+3
1.459949E+3;3.390080E+3;-9.770040E+2
1.351059E+3;3.439090E+3;-9.421280E+2
1.250291E+3;3.485070E+3;-9.074770E+2
1.157039E+3;3.528310E+3;-8.721690E+2
1.070742E+3;3.570380E+3;-8.382090E+2
9.908816E+2;3.608970E+3;-8.042400E+2
9.169773E+2;3.645670E+3;-7.709400E+2
8.485852E+2;3.679670E+3;-7.375900E+2
7.852940E+2;3.712260E+3;-7.052920E+2
7.267233E+2;3.742460E+3;-6.733950E+2
6.725211E+2;3.770760E+3;-6.427080E+2
6.223616E+2;3.797290E+3;-6.133740E+2
5.759431E+2;3.821710E+3;-5.834340E+2
5.329868E+2;3.844980E+3;-5.557590E+2
4.932343E+2;3.867010E+3;-5.282580E+2
4.564467E+2;3.886450E+3;-5.022680E+2
4.224029E+2;3.904990E+3;-4.765790E+2
3.908983E+2;3.921580E+3;-4.515630E+2
3.617434E+2;3.938730E+3;-4.281420E+2
3.347630E+2;3.953050E+3;-4.058130E+2
3.097949E+2;3.966300E+3;-3.850050E+2
2.866891E+2;3.979570E+3;-3.637660E+2
2.653065E+2;3.991530E+3;-3.444580E+2
2.455188E+2;4.003060E+3;-3.250920E+2
2.272069E+2;4.012920E+3;-3.076900E+2
2.102609E+2;4.022610E+3;-2.895820E+2
1.945787E+2;4.029790E+3;-2.737310E+2
1.800662E+2;4.038460E+3;-2.586810E+2
1.666360E+2;4.045600E+3;-2.442970E+2
1.542076E+2;4.053830E+3;-2.295660E+2
1.427061E+2;4.060680E+3;-2.165040E+2
1.320625E+2;4.066000E+3;-2.040150E+2
1.222127E+2;4.070820E+3;-1.924380E+2
1.130975E+2;4.075840E+3;-1.815060E+2
1.046622E+2;4.080180E+3;-1.706600E+2
9.685606E+1;4.085230E+3;-1.596350E+2
8.963211E+1;4.088260E+3;-1.498910E+2
8.294696E+1;4.092810E+3;-1.416850E+2
7.676041E+1;4.096850E+3;-1.351090E+2
7.103528E+1;4.099860E+3;-1.248470E+2
6.573716E+1;4.101450E+3;-1.168810E+2
6.083420E+1;4.104430E+3;-1.113410E+2
5.629692E+1;4.107780E+3;-1.047830E+2
5.209805E+1;4.109070E+3;-9.714280E+1
4.821235E+1;4.111460E+3;-9.162950E+1
4.461646E+1;4.112400E+3;-8.571430E+1
4.128877E+1;4.114250E+3;-8.037470E+1
3.820927E+1;4.115940E+3;-7.651860E+1
3.535946E+1;4.119520E+3;-7.211350E+1
3.272220E+1;4.119430E+3;-6.565290E+1
3.028163E+1;4.123450E+3;-6.405320E+1
2.802310E+1;4.124180E+3;-5.742450E+1
2.593301E+1;4.125270E+3;-5.724480E+1
2.399882E+1;4.127490E+3;-5.282830E+1
2.220888E+1;4.126520E+3;-4.968160E+1
2.055244E+1;4.129490E+3;-4.533950E+1
1.901955E+1;4.130170E+3;-4.446760E+1
1.760099E+1;4.133340E+3;-4.245780E+1
1.628823E+1;4.133670E+3;-3.707120E+1
1.507339E+1;4.134650E+3;-3.523660E+1
1.394915E+1;4.136200E+3;-3.459590E+1
1.290876E+1;4.134600E+3;-3.433210E+1
1.194597E+1;4.138130E+3;-3.185670E+1
1.105498E+1;4.139330E+3;-2.702380E+1
1.023046E+1;4.138400E+3;-2.109620E+1
9.467424E+0;4.140310E+3;-2.696760E+1
8.761302E+0;4.141300E+3;-2.329920E+1
8.107846E+0;4.140410E+3;-2.459240E+1
7.503127E+0;4.137540E+3;-2.400960E+1
6.943511E+0;4.142200E+3;-2.629740E+1
6.425634E+0;4.138500E+3;-1.308310E+1
5.946382E+0;4.140480E+3;-1.662800E+1
5.502875E+0;4.134460E+3;-1.932260E+1
5.092447E+0;4.132860E+3;-1.817710E+1
4.712630E+0;4.136280E+3;-2.003960E+1
4.361141E+0;4.137400E+3;-2.248170E+1
4.035868E+0;4.145120E+3;-1.123630E+1
3.734856E+0;4.128060E+3;-1.184230E+1
3.456294E+0;4.145780E+3;-1.395490E+1
3.198508E+0;4.139830E+3;-1.070820E+1
2.959950E+0;4.137930E+3;-2.178140E+1
2.739184E+0;4.142350E+3;-2.486040E+0
2.534883E+0;4.142410E+3;-1.063270E+1
2.345821E+0;4.142270E+3;-1.237920E+1
2.170859E+0;4.146180E+3;-5.450360E+0
2.008947E+0;4.139080E+3;-1.134080E+1
1.859111E+0;4.133040E+3;-4.231390E+0
1.720450E+0;4.142270E+3;-8.949460E+0
1.592132E+0;4.132610E+3;-6.411800E+0
1.473384E+0;4.138770E+3;-4.871140E+0
1.363492E+0;4.141400E+3;-7.010430E+0
1.261797E+0;4.140550E+3;-1.100240E+1
1.167687E+0;4.135980E+3;-4.811540E+0
1.080595E+0;4.141220E+3;-7.117190E-1
1.000000E+0;4.133450E+3;-2.240590E+0
Freq /Hz, Zr , Zi ; Name: 50_-500
5.000000E+6;6.873900E+0;-2.070030E+1
4.627078E+6;7.515620E+0;-2.149700E+1
4.281971E+6;8.126980E+0;-2.240840E+1
3.962602E+6;8.721400E+0;-2.341150E+1
3.667054E+6;9.319320E+0;-2.452030E+1
3.393549E+6;9.906550E+0;-2.573200E+1
3.140444E+6;1.050780E+1;-2.704690E+1
2.906216E+6;1.112360E+1;-2.847720E+1
2.689457E+6;1.175000E+1;-3.004970E+1
2.488866E+6;1.240150E+1;-3.170230E+1
2.303236E+6;1.309070E+1;-3.350820E+1
2.131450E+6;1.380290E+1;-3.544130E+1
1.972477E+6;1.455730E+1;-3.751990E+1
1.825361E+6;1.535100E+1;-3.974120E+1
1.689218E+6;1.618290E+1;-4.212210E+1
1.563229E+6;1.706540E+1;-4.467440E+1
1.446636E+6;1.799720E+1;-4.739000E+1
1.338740E+6;1.898290E+1;-5.029490E+1
1.238891E+6;2.002780E+1;-5.339690E+1
1.146489E+6;2.113630E+1;-5.670610E+1
1.060979E+6;2.230790E+1;-6.023480E+1
9.818463E+5;2.355610E+1;-6.399910E+1
9.086159E+5;2.487840E+1;-6.802310E+1
8.408474E+5;2.628000E+1;-7.230320E+1
7.781333E+5;2.776590E+1;-7.687410E+1
7.200968E+5;2.935680E+1;-8.175200E+1
6.663888E+5;3.105090E+1;-8.695450E+1
6.166866E+5;3.285540E+1;-9.250910E+1
5.706914E+5;3.477300E+1;-9.844160E+1
5.281268E+5;3.683130E+1;-1.047610E+2
4.887368E+5;3.904300E+1;-1.115220E+2
4.522847E+5;4.141540E+1;-1.187280E+2
4.185513E+5;4.396340E+1;-1.264180E+2
3.873339E+5;4.670670E+1;-1.346190E+2
3.584449E+5;4.969380E+1;-1.434610E+2
3.317105E+5;5.290000E+1;-1.527980E+2
3.069701E+5;5.637800E+1;-1.627590E+2
2.840749E+5;6.014120E+1;-1.733650E+2
2.628874E+5;6.423730E+1;-1.846640E+2
2.432801E+5;6.868940E+1;-1.966890E+2
2.251352E+5;7.354620E+1;-2.094810E+2
2.083436E+5;7.883450E+1;-2.230680E+2
1.928044E+5;8.462450E+1;-2.375140E+2
1.784242E+5;9.095020E+1;-2.528480E+2
1.651166E+5;9.786660E+1;-2.691040E+2
1.528015E+5;1.054290E+2;-2.863250E+2
1.414049E+5;1.137090E+2;-3.045390E+2
1.308583E+5;1.227690E+2;-3.237920E+2
1.210983E+5;1.326820E+2;-3.441170E+2
1.120663E+5;1.435480E+2;-3.655320E+2
1.037079E+5;1.554250E+2;-3.880810E+2
9.597288E+4;1.684300E+2;-4.117840E+2
8.881481E+4;1.826600E+2;-4.366750E+2
8.219061E+4;1.981880E+2;-4.627320E+2
7.606048E+4;2.151690E+2;-4.899640E+2
7.038756E+4;2.336530E+2;-5.183730E+2
6.513774E+4;2.538150E+2;-5.479580E+2
6.027949E+4;2.757660E+2;-5.787080E+2
5.578358E+4;2.996350E+2;-6.105720E+2
5.162300E+4;3.255140E+2;-6.434600E+2
4.777273E+4;3.536050E+2;-6.773800E+2
4.420963E+4;3.839530E+2;-7.122020E+2
4.091228E+4;4.167270E+2;-7.478870E+2
3.786087E+4;4.521040E+2;-7.842480E+2
3.503704E+4;4.901290E+2;-8.212640E+2
3.242382E+4;5.309720E+2;-8.587280E+2
3.000551E+4;5.747010E+2;-8.964390E+2
2.776757E+4;6.213830E+2;-9.342770E+2
2.569654E+4;6.711290E+2;-9.719350E+2
2.377998E+4;7.239530E+2;-1.009350E+3
2.200637E+4;7.799840E+2;-1.046130E+3
2.036504E+4;8.390730E+2;-1.082180E+3
1.884612E+4;9.012140E+2;-1.117120E+3
1.744050E+4;9.665200E+2;-1.150710E+3
1.613971E+4;1.034850E+3;-1.182760E+3
1.493594E+4;1.105890E+3;-1.212950E+3
1.382195E+4;1.179800E+3;-1.241040E+3
1.279105E+4;1.256150E+3;-1.266760E+3
1.183704E+4;1.334780E+3;-1.289790E+3
1.095418E+4;1.415430E+3;-1.310050E+3
1.013717E+4;1.498000E+3;-1.327420E+3
9.381096E+3;1.581860E+3;-1.341490E+3
8.681413E+3;1.667050E+3;-1.352310E+3
8.033915E+3;1.752920E+3;-1.359800E+3
7.434711E+3;1.839270E+3;-1.363690E+3
6.880198E+3;1.926040E+3;-1.364580E+3
6.367042E+3;2.012320E+3;-1.361570E+3
5.892161E+3;2.098030E+3;-1.355270E+3
5.452698E+3;2.183130E+3;-1.345680E+3
5.046012E+3;2.266820E+3;-1.333020E+3
4.669658E+3;2.349010E+3;-1.317560E+3
4.321375E+3;2.429830E+3;-1.298560E+3
3.999068E+3;2.508180E+3;-1.277520E+3
3.700800E+3;2.584790E+3;-1.253850E+3
3.424778E+3;2.658700E+3;-1.227880E+3
3.169343E+3;2.730150E+3;-1.200080E+3
2.932960E+3;2.799510E+3;-1.170720E+3
2.714207E+3;2.865240E+3;-1.139390E+3
2.511769E+3;2.928350E+3;-1.107180E+3
2.324431E+3;2.988970E+3;-1.074030E+3
2.151064E+3;3.046570E+3;-1.039760E+3
1.990629E+3;3.101430E+3;-1.004850E+3
1.842159E+3;3.153480E+3;-9.698520E+2
1.704763E+3;3.202330E+3;-9.344090E+2
1.577614E+3;3.248600E+3;-8.992580E+2
1.459949E+3;3.292590E+3;-8.637000E+2
1.351059E+3;3.333940E+3;-8.284860E+2
1.250291E+3;3.372130E+3;-7.946330E+2
1.157039E+3;3.408900E+3;-7.601050E+2
1.070742E+3;3.442650E+3;-7.259460E+2
9.908816E+2;3.474860E+3;-6.934570E+2
9.169773E+2;3.503780E+3;-6.614800E+2
8.485852E+2;3.531270E+3;-6.308120E+2
7.852940E+2;3.557750E+3;-6.004630E+2
7.267233E+2;3.581480E+3;-5.706300E+2
6.725211E+2;3.603870E+3;-5.422550E+2
6.223616E+2;3.624540E+3;-5.151400E+2
5.759431E+2;3.643190E+3;-4.887300E+2
5.329868E+2;3.661080E+3;-4.626760E+2
4.932343E+2;3.677910E+3;-4.386490E+2
4.564467E+2;3.693090E+3;-4.155750E+2
4.224029E+2;3.706890E+3;-3.930640E+2
3.908983E+2;3.719790E+3;-3.723190E+2
3.617434E+2;3.731980E+3;-3.510120E+2
3.347630E+2;3.743170E+3;-3.312250E+2
3.097949E+2;3.753330E+3;-3.135140E+2
2.866891E+2;3.762610E+3;-2.952870E+2
2.653065E+2;3.772260E+3;-2.785820E+2
2.455188E+2;3.780230E+3;-2.637190E+2
2.272069E+2;3.788290E+3;-2.479110E+2
2.102609E+2;3.794410E+3;-2.336680E+2
1.945787E+2;3.800840E+3;-2.198770E+2
1.800662E+2;3.806430E+3;-2.065160E+2
1.666360E+2;3.812360E+3;-1.947090E+2
1.542076E+2;3.817810E+3;-1.838300E+2
1.427061E+2;3.821920E+3;-1.728600E+2
1.320625E+2;3.827140E+3;-1.621400E+2
1.222127E+2;3.830550E+3;-1.528010E+2
1.130975E+2;3.834790E+3;-1.437980E+2
1.046622E+2;3.838530E+3;-1.343210E+2
9.685606E+1;3.841180E+3;-1.271680E+2
8.963211E+1;3.842990E+3;-1.180850E+2
8.294696E+1;3.846300E+3;-1.125270E+2
7.676041E+1;3.849470E+3;-1.066560E+2
7.103528E+1;3.850880E+3;-1.006320E+2
6.573716E+1;3.852000E+3;-9.325410E+1
6.083420E+1;3.855690E+3;-8.964360E+1
5.629692E+1;3.858320E+3;-8.342360E+1
5.209805E+1;3.860140E+3;-7.773630E+1
4.821235E+1;3.861930E+3;-7.364320E+1
4.461646E+1;3.861920E+3;-6.678560E+1
4.128877E+1;3.862970E+3;-6.418710E+1
3.820927E+1;3.864890E+3;-6.120710E+1
3.535946E+1;3.867560E+3;-5.519650E+1
3.272220E+1;3.865040E+3;-5.414300E+1
3.028163E+1;3.868710E+3;-4.874910E+1
2.802310E+1;3.867800E+3;-4.527460E+1
2.593301E+1;3.872910E+3;-4.213590E+1
2.399882E+1;3.870260E+3;-4.219480E+1
2.220888E+1;3.872810E+3;-4.030130E+1
2.055244E+1;3.868880E+3;-3.580130E+1
1.901955E+1;3.872110E+3;-3.286620E+1
1.760099E+1;3.879140E+3;-2.923030E+1
1.628823E+1;3.874350E+3;-3.001500E+1
1.507339E+1;3.876540E+3;-2.854430E+1
1.394915E+1;3.874830E+3;-2.453500E+1
1.290876E+1;3.882530E+3;-3.046970E+1
1.194597E+1;3.880390E+3;-2.347560E+1
1.105498E+1;3.876530E+3;-1.842600E+1
1.023046E+1;3.878310E+3;-1.707720E+1
9.467424E+0;3.877250E+3;-2.214590E+1
8.761302E+0;3.875420E+3;-1.803630E+1
8.107846E+0;3.881560E+3;-1.477050E+1
7.503127E+0;3.890580E+3;-1.787830E+1
6.943511E+0;3.887820E+3;-4.647250E+0
6.425634E+0;3.874040E+3;-1.546020E+1
5.946382E+0;3.877960E+3;-8.918200E+0
5.502875E+0;3.891310E+3;-2.678830E+1
5.092447E+0;3.895100E+3;-2.322540E+1
4.712630E+0;3.892210E+3;-2.158400E+1
4.361141E+0;3.895480E+3;-1.055630E+1
4.035868E+0;3.874820E+3;-5.784020E+0
3.734856E+0;3.881540E+3;-2.067240E+1
3.456294E+0;3.882700E+3;1.350840E+0
3.198508E+0;3.881760E+3;-1.768230E+1
2.959950E+0;3.893590E+3;-1.399310E+1
2.739184E+0;3.874630E+3;-7.647760E+0
2.534883E+0;3.881310E+3;-1.707370E+0
2.345821E+0;3.877180E+3;-5.907870E+0
2.170859E+0;3.874290E+3;2.239320E+0
2.008947E+0;3.887560E+3;-7.001580E+0
1.859111E+0;3.872750E+3;-8.394330E+0
1.720450E+0;3.881650E+3;-4.349130E+0
1.592132E+0;3.886420E+3;-7.795010E+0
1.473384E+0;3.872760E+3;-1.382920E+1
1.363492E+0;3.877300E+3;-4.553470E+0
1.261797E+0;3.881590E+3;-6.586210E-1
1.167687E+0;3.883130E+3;5.180180E-1
1.080595E+0;3.887840E+3;-4.466820E+0
1.000000E+0;3.877380E+3;-9.531700E+0
Freq /Hz, Zr , Zi ; Name: 50_5000
5.000000E+6;1.627290E+1;1.770550E+1
4.627078E+6;1.633930E+1;1.436170E+1
4.281971E+6;1.633940E+1;1.088750E+1
3.962602E+6;1.641420E+1;7.526350E+0
3.667054E+6;1.654060E+1;4.229220E+0
3.393549E+6;1.671680E+1;1.002680E+0
3.140444E+6;1.695870E+1;-2.182110E+0
2.906216E+6;1.723030E+1;-5.344230E+0
2.689457E+6;1.756550E+1;-8.508010E+0
2.488866E+6;1.795560E+1;-1.163920E+1
2.303236E+6;1.840480E+1;-1.481510E+1
2.131450E+6;1.889290E+1;-1.802040E+1
1.972477E+6;1.944170E+1;-2.127260E+1
1.825361E+6;2.005950E+1;-2.459320E+1
1.689218E+6;2.072890E+1;-2.798190E+1
1.563229E+6;2.145450E+1;-3.146200E+1
1.446636E+6;2.224280E+1;-3.504820E+1
1.338740E+6;2.309500E+1;-3.876660E+1
1.238891E+6;2.401380E+1;-4.260520E+1
1.146489E+6;2.501250E+1;-4.660690E+1
1.060979E+6;2.608370E+1;-5.077290E+1
9.818463E+5;2.722010E+1;-5.514160E+1
9.086159E+5;2.845230E+1;-5.971420E+1
8.408474E+5;2.977960E+1;-6.449950E+1
7.781333E+5;3.118240E+1;-6.953790E+1
7.200968E+5;3.270150E+1;-7.486240E+1
6.663888E+5;3.431390E+1;-8.046750E+1
6.166866E+5;3.606980E+1;-8.639990E+1
5.706914E+5;3.794910E+1;-9.268940E+1
5.281268E+5;3.995670E+1;-9.933550E+1
4.887368E+5;4.213580E+1;-1.063820E+2
4.522847E+5;4.447010E+1;-1.138650E+2
4.185513E+5;4.699940E+1;-1.217850E+2
3.873339E+5;4.974610E+1;-1.302280E+2
3.584449E+5;5.274020E+1;-1.392820E+2
3.317105E+5;5.597320E+1;-1.488070E+2
3.069701E+5;5.947230E+1;-1.589230E+2
2.840749E+5;6.330480E+1;-1.696840E+2
2.628874E+5;6.747840E+1;-1.811220E+2
2.432801E+5;7.201560E+1;-1.932410E+2
2.251352E+5;7.700760E+1;-2.061230E+2
2.083436E+5;8.246080E+1;-2.197890E+2
1.928044E+5;8.844810E+1;-2.342800E+2
1.784242E+5;9.501820E+1;-2.496250E+2
1.651166E+5;1.021980E+2;-2.658780E+2
1.528015E+5;1.100850E+2;-2.830380E+2
1.414049E+5;1.187700E+2;-3.011550E+2
1.308583E+5;1.282790E+2;-3.202780E+2
1.210983E+5;1.387450E+2;-3.404140E+2
1.120663E+5;1.502230E+2;-3.615860E+2
1.037079E+5;1.628290E+2;-3.838120E+2
9.597288E+4;1.766370E+2;-4.071100E+2
8.881481E+4;1.918590E+2;-4.314890E+2
8.219061E+4;2.084670E+2;-4.568990E+2
7.606048E+4;2.266810E+2;-4.833220E+2
7.038756E+4;2.465470E+2;-5.107880E+2
6.513774E+4;2.683090E+2;-5.391940E+2
6.027949E+4;2.920210E+2;-5.685220E+2
5.578358E+4;3.177920E+2;-5.986500E+2
5.162300E+4;3.458140E+2;-6.294900E+2
4.777273E+4;3.762500E+2;-6.609780E+2
4.420963E+4;4.091500E+2;-6.929840E+2
4.091228E+4;4.447650E+2;-7.253020E+2
3.786087E+4;4.830870E+2;-7.577760E+2
3.503704E+4;5.242220E+2;-7.900930E+2
3.242382E+4;5.681730E+2;-8.221230E+2
3.000551E+4;6.151390E+2;-8.534450E+2
